"","orig.ident","nCount_RNA","nFeature_RNA","batch","percent.mt","RNA_snn_res.0.6","seurat_clusters"
"2_CELL4933_N2","au2",1131,492,"2",0,"0","0"
"2_CELL4935_N2","au2",1143,500,"2",0,"0","0"
"2_CELL4940_N2","au2",3041,806,"2",0,"0","0"
"2_CELL4942_N2","au2",2190,934,"2",0,"3","3"
"2_CELL4943_N3","au2",3979,1057,"2",0,"3","3"
"2_CELL4944_N3","au2",3446,978,"2",0,"8","8"
"2_CELL4946_N2","au2",2346,619,"2",0,"0","0"
"2_CELL4948_N2","au2",1185,566,"2",0,"1","1"
"2_CELL4949_N4","au2",2348,748,"2",0,"13","13"
"2_CELL4950_N2","au2",1268,617,"2",0,"2","2"
"2_CELL4951_N2","au2",1539,585,"2",0,"0","0"
"2_CELL4954_N4","au2",2324,804,"2",0,"3","3"
"2_CELL4957_N3","au2",2398,741,"2",0,"1","1"
"2_CELL4958_N3","au2",5347,1329,"2",0,"14","14"
"2_CELL4960_N2","au2",2073,768,"2",0,"7","7"
"2_CELL4962_N1","au2",7673,1871,"2",0,"7","7"
"2_CELL4964_N3","au2",2778,865,"2",0,"4","4"
"2_CELL4965_N2","au2",1888,744,"2",0,"0","0"
"2_CELL4969_N2","au2",1844,760,"2",0,"21","21"
"2_CELL4970_N2","au2",1895,823,"2",0,"14","14"
"2_CELL4976_N2","au2",1012,432,"2",0,"13","13"
"2_CELL4977_N2","au2",4481,1122,"2",0,"4","4"
"2_CELL4978_N3","au2",3729,1000,"2",0,"4","4"
"2_CELL4979_N3","au2",2667,714,"2",0,"15","15"
"2_CELL4982_N2","au2",1831,645,"2",0,"1","1"
"2_CELL4987_N3","au2",1290,581,"2",0,"2","2"
"2_CELL4988_N5","au2",3068,905,"2",0,"14","14"
"2_CELL4990_N2","au2",1535,639,"2",0,"0","0"
"2_CELL4994_N2","au2",1508,661,"2",0,"0","0"
"2_CELL4996_N1","au2",1438,594,"2",0,"2","2"
"2_CELL4997_N1","au2",1453,630,"2",0,"3","3"
"2_CELL4998_N3","au2",1288,619,"2",0,"2","2"
"2_CELL5002_N2","au2",1988,646,"2",0,"9","9"
"2_CELL5004_N4","au2",2696,812,"2",0,"0","0"
"2_CELL5005_N2","au2",3276,1166,"2",0,"2","2"
"2_CELL5008_N3","au2",1819,648,"2",0,"0","0"
"2_CELL5012_N4","au2",2995,878,"2",0,"0","0"
"2_CELL5013_N3","au2",2796,890,"2",0,"1","1"
"2_CELL5015_N3","au2",1705,710,"2",0,"10","10"
"2_CELL5018_N2","au2",2851,856,"2",0,"4","4"
"2_CELL5026_N3","au2",2814,1037,"2",0,"7","7"
"2_CELL5028_N4","au2",5212,1292,"2",0,"1","1"
"2_CELL5030_N2","au2",2821,870,"2",0,"2","2"
"2_CELL5034_N3","au2",2838,907,"2",0,"2","2"
"2_CELL5035_N3","au2",2289,766,"2",0,"0","0"
"2_CELL5036_N2","au2",2921,753,"2",0,"0","0"
"2_CELL5037_N2","au2",3335,713,"2",0,"18","18"
"2_CELL5038_N2","au2",3378,826,"2",0,"3","3"
"2_CELL5040_N2","au2",2060,724,"2",0,"0","0"
"2_CELL5041_N2","au2",1758,675,"2",0,"13","13"
"2_CELL5042_N2","au2",4617,869,"2",0,"16","16"
"2_CELL5043_N2","au2",3233,871,"2",0,"0","0"
"2_CELL5044_N3","au2",2306,840,"2",0,"8","8"
"2_CELL5045_N3","au2",4108,1211,"2",0,"4","4"
"2_CELL5046_N2","au2",6842,1523,"2",0,"3","3"
"2_CELL5048_N4","au2",2250,740,"2",0,"0","0"
"2_CELL5051_N5","au2",4389,1120,"2",0,"10","10"
"2_CELL5055_N2","au2",2828,981,"2",0,"3","3"
"2_CELL5060_N2","au2",2147,771,"2",0,"0","0"
"2_CELL5061_N2","au2",2733,801,"2",0,"13","13"
"2_CELL5062_N4","au2",8721,1799,"2",0,"11","11"
"2_CELL5064_N3","au2",2095,740,"2",0,"10","10"
"2_CELL5068_N3","au2",5957,1438,"2",0,"5","5"
"2_CELL5069_N2","au2",1988,698,"2",0,"3","3"
"2_CELL5072_N2","au2",1055,489,"2",0,"6","6"
"2_CELL5073_N2","au2",1477,606,"2",0,"0","0"
"2_CELL5074_N2","au2",2983,690,"2",0,"0","0"
"2_CELL5075_N3","au2",1780,635,"2",0,"2","2"
"2_CELL5077_N3","au2",2272,878,"2",0,"3","3"
"2_CELL5080_N2","au2",1011,483,"2",0,"3","3"
"2_CELL5083_N2","au2",2536,822,"2",0,"3","3"
"2_CELL5085_N2","au2",3513,1034,"2",0,"0","0"
"2_CELL5086_N2","au2",5774,1284,"2",0,"14","14"
"2_CELL5088_N2","au2",1818,607,"2",0,"3","3"
"2_CELL5091_N2","au2",1210,634,"2",0,"2","2"
"2_CELL5092_N1","au2",3191,892,"2",0,"2","2"
"2_CELL5095_N5","au2",2653,868,"2",0,"8","8"
"2_CELL5100_N3","au2",4896,1452,"2",0,"7","7"
"2_CELL5103_N2","au2",1194,559,"2",0,"8","8"
"2_CELL5104_N4","au2",4942,1350,"2",0,"0","0"
"2_CELL5105_N3","au2",2312,789,"2",0,"14","14"
"2_CELL5106_N2","au2",2463,603,"2",0,"4","4"
"2_CELL5107_N3","au2",4020,1253,"2",0,"2","2"
"2_CELL5110_N2","au2",1316,560,"2",0,"3","3"
"2_CELL5111_N2","au2",2362,534,"2",0,"0","0"
"2_CELL5114_N2","au2",1263,496,"2",0,"1","1"
"2_CELL5115_N2","au2",1849,723,"2",0,"0","0"
"2_CELL5117_N2","au2",1396,606,"2",0,"1","1"
"2_CELL5120_N2","au2",1855,666,"2",0,"0","0"
"2_CELL5123_N3","au2",2247,889,"2",0,"6","6"
"2_CELL5124_N3","au2",1223,591,"2",0,"2","2"
"2_CELL5127_N3","au2",2765,853,"2",0,"0","0"
"2_CELL5128_N2","au2",2156,667,"2",0,"0","0"
"2_CELL5133_N2","au2",7208,1311,"2",0,"1","1"
"2_CELL5134_N2","au2",2577,890,"2",0,"0","0"
"2_CELL5136_N3","au2",2659,854,"2",0,"3","3"
"2_CELL5139_N2","au2",2647,885,"2",0,"12","12"
"2_CELL5140_N2","au2",2571,768,"2",0,"0","0"
"2_CELL5141_N2","au2",1553,636,"2",0,"2","2"
"2_CELL5142_N2","au2",3200,858,"2",0,"0","0"
"2_CELL5145_N2","au2",1944,683,"2",0,"3","3"
"2_CELL5146_N2","au2",3243,888,"2",0,"7","7"
"2_CELL5150_N2","au2",2915,858,"2",0,"5","5"
"2_CELL5151_N3","au2",2484,547,"2",0,"1","1"
"2_CELL5154_N2","au2",1738,491,"2",0,"5","5"
"2_CELL5157_N2","au2",2756,770,"2",0,"0","0"
"2_CELL5158_N2","au2",2240,650,"2",0,"0","0"
"2_CELL5162_N3","au2",5914,1640,"2",0,"13","13"
"2_CELL5166_N2","au2",1893,678,"2",0,"5","5"
"2_CELL5168_N3","au2",2799,1072,"2",0,"3","3"
"2_CELL5171_N2","au2",1458,601,"2",0,"0","0"
"2_CELL5174_N4","au2",5851,1318,"2",0,"10","10"
"2_CELL5175_N2","au2",2286,518,"2",0,"0","0"
"2_CELL5177_N2","au2",1846,595,"2",0,"3","3"
"2_CELL5178_N2","au2",1108,408,"2",0,"4","4"
"2_CELL5179_N2","au2",1939,782,"2",0,"5","5"
"2_CELL5180_N2","au2",1170,599,"2",0,"7","7"
"2_CELL5182_N2","au2",1932,582,"2",0,"0","0"
"2_CELL5183_N3","au2",1372,630,"2",0,"3","3"
"2_CELL5191_N2","au2",1666,647,"2",0,"13","13"
"2_CELL5192_N2","au2",2372,883,"2",0,"2","2"
"2_CELL5195_N2","au2",1269,512,"2",0,"6","6"
"2_CELL5203_N3","au2",1672,726,"2",0,"7","7"
"2_CELL5208_N2","au2",2106,655,"2",0,"13","13"
"2_CELL5209_N2","au2",3611,777,"2",0,"16","16"
"2_CELL5213_N4","au2",1920,813,"2",0,"0","0"
"2_CELL5214_N2","au2",1328,472,"2",0,"1","1"
"2_CELL5218_N2","au2",7315,1561,"2",0,"9","9"
"2_CELL5219_N2","au2",1793,733,"2",0,"13","13"
"2_CELL5223_N2","au2",1009,464,"2",0,"0","0"
"2_CELL5231_N3","au2",3182,746,"2",0,"3","3"
"2_CELL5232_N1","au2",3054,828,"2",0,"13","13"
"2_CELL5238_N2","au2",2344,538,"2",0,"5","5"
"2_CELL5240_N2","au2",4230,659,"2",0,"18","18"
"2_CELL5246_N2","au2",3704,1113,"2",0,"1","1"
"2_CELL5247_N2","au2",3881,861,"2",0,"17","17"
"2_CELL5252_N3","au2",7196,1699,"2",0,"5","5"
"2_CELL5253_N2","au2",1132,493,"2",0,"4","4"
"2_CELL5255_N2","au2",2022,879,"2",0,"6","6"
"2_CELL5257_N3","au2",1900,732,"2",0,"9","9"
"2_CELL5259_N2","au2",2419,631,"2",0,"2","2"
"2_CELL5260_N2","au2",1101,515,"2",0,"0","0"
"2_CELL5263_N2","au2",3575,1048,"2",0,"14","14"
"2_CELL5267_N3","au2",7257,1568,"2",0,"0","0"
"2_CELL5269_N3","au2",1311,578,"2",0,"0","0"
"2_CELL5270_N6","au2",3644,1228,"2",0,"1","1"
"2_CELL5273_N2","au2",2241,721,"2",0,"4","4"
"2_CELL5277_N3","au2",3216,986,"2",0,"3","3"
"2_CELL5278_N3","au2",3190,867,"2",0,"3","3"
"2_CELL5279_N2","au2",1117,504,"2",0,"0","0"
"2_CELL5281_N2","au2",1589,624,"2",0,"0","0"
"2_CELL5282_N2","au2",2776,721,"2",0,"4","4"
"2_CELL5283_N4","au2",6089,955,"2",0,"18","18"
"2_CELL5284_N3","au2",2466,999,"2",0,"7","7"
"2_CELL5286_N2","au2",3837,1031,"2",0,"2","2"
"2_CELL5295_N1","au2",2250,719,"2",0,"16","16"
"2_CELL5296_N2","au2",3150,984,"2",0,"12","12"
"2_CELL5297_N2","au2",1051,567,"2",0,"2","2"
"2_CELL5298_N2","au2",1606,671,"2",0,"2","2"
"2_CELL5300_N2","au2",1032,519,"2",0,"7","7"
"2_CELL5301_N3","au2",1460,566,"2",0,"10","10"
"2_CELL5303_N2","au2",3560,753,"2",0,"16","16"
"2_CELL5308_N3","au2",5772,1382,"2",0,"2","2"
"2_CELL5309_N2","au2",3129,630,"2",0,"16","16"
"2_CELL5311_N3","au2",3425,1136,"2",0,"2","2"
"2_CELL5314_N4","au2",4704,1217,"2",0,"1","1"
"2_CELL5316_N3","au2",1672,615,"2",0,"1","1"
"2_CELL5317_N4","au2",2557,1030,"2",0,"3","3"
"2_CELL5327_N2","au2",1148,509,"2",0,"2","2"
"2_CELL5328_N2","au2",2312,654,"2",0,"8","8"
"2_CELL5329_N4","au2",2134,899,"2",0,"3","3"
"2_CELL5331_N2","au2",1900,673,"2",0,"5","5"
"2_CELL5332_N4","au2",2726,980,"2",0,"2","2"
"2_CELL5334_N4","au2",2296,872,"2",0,"3","3"
"2_CELL5337_N2","au2",2087,550,"2",0,"1","1"
"2_CELL5340_N2","au2",1811,787,"2",0,"12","12"
"2_CELL5341_N2","au2",2047,684,"2",0,"19","19"
"2_CELL5348_N2","au2",1444,598,"2",0,"0","0"
"2_CELL5349_N3","au2",1465,626,"2",0,"0","0"
"2_CELL5354_N3","au2",2810,806,"2",0,"2","2"
"2_CELL5359_N2","au2",4708,1108,"2",0,"10","10"
"2_CELL5363_N4","au2",1914,877,"2",0,"2","2"
"2_CELL5364_N4","au2",2369,888,"2",0,"7","7"
"2_CELL5367_N4","au2",2659,841,"2",0,"0","0"
"2_CELL5368_N2","au2",3980,1216,"2",0,"13","13"
"2_CELL5371_N2","au2",2339,664,"2",0,"0","0"
"2_CELL5373_N2","au2",5719,1485,"2",0,"17","17"
"2_CELL5374_N2","au2",1155,528,"2",0,"0","0"
"2_CELL5376_N2","au2",1256,615,"2",0,"2","2"
"2_CELL5378_N3","au2",7700,1350,"2",0,"23","23"
"2_CELL5380_N2","au2",1429,608,"2",0,"5","5"
"2_CELL5381_N2","au2",2181,845,"2",0,"10","10"
"2_CELL5383_N1","au2",1002,459,"2",0,"0","0"
"2_CELL5384_N3","au2",1329,591,"2",0,"0","0"
"2_CELL5385_N2","au2",3068,1139,"2",0,"3","3"
"2_CELL5386_N3","au2",1640,732,"2",0,"2","2"
"2_CELL5387_N1","au2",2025,706,"2",0,"8","8"
"2_CELL5390_N2","au2",1407,656,"2",0,"17","17"
"2_CELL5391_N2","au2",2032,754,"2",0,"9","9"
"2_CELL5392_N3","au2",2573,750,"2",0,"0","0"
"2_CELL5394_N3","au2",1548,687,"2",0,"3","3"
"2_CELL5398_N4","au2",1626,651,"2",0,"0","0"
"2_CELL5401_N3","au2",1251,567,"2",0,"1","1"
"2_CELL5403_N2","au2",1118,520,"2",0,"0","0"
"2_CELL5404_N2","au2",1333,661,"2",0,"0","0"
"2_CELL5410_N3","au2",3859,1085,"2",0,"14","14"
"2_CELL5413_N3","au2",1848,668,"2",0,"0","0"
"2_CELL5414_N2","au2",2376,620,"2",0,"0","0"
"2_CELL5415_N2","au2",2223,695,"2",0,"1","1"
"2_CELL5417_N3","au2",1852,553,"2",0,"0","0"
"2_CELL5420_N3","au2",2261,642,"2",0,"5","5"
"2_CELL5421_N2","au2",2838,959,"2",0,"1","1"
"2_CELL5422_N2","au2",2600,873,"2",0,"2","2"
"2_CELL5423_N2","au2",1055,485,"2",0,"3","3"
"2_CELL5424_N2","au2",4283,1147,"2",0,"0","0"
"2_CELL5426_N3","au2",2153,542,"2",0,"18","18"
"2_CELL5427_N2","au2",2679,940,"2",0,"6","6"
"2_CELL5429_N2","au2",1963,625,"2",0,"4","4"
"2_CELL5430_N3","au2",3313,1227,"2",0,"5","5"
"2_CELL5432_N2","au2",3664,1062,"2",0,"13","13"
"2_CELL5435_N2","au2",1096,506,"2",0,"0","0"
"2_CELL5436_N3","au2",8030,1651,"2",0,"14","14"
"2_CELL5437_N3","au2",5729,1236,"2",0,"0","0"
"2_CELL5439_N2","au2",2542,801,"2",0,"21","21"
"2_CELL5440_N2","au2",2242,814,"2",0,"0","0"
"2_CELL5446_N4","au2",1646,654,"2",0,"3","3"
"2_CELL5449_N2","au2",1054,488,"2",0,"2","2"
"2_CELL5450_N2","au2",6327,1450,"2",0,"9","9"
"2_CELL5452_N3","au2",1895,650,"2",0,"0","0"
"2_CELL5455_N3","au2",2012,761,"2",0,"2","2"
"2_CELL5456_N2","au2",1976,723,"2",0,"1","1"
"2_CELL5458_N5","au2",3177,978,"2",0,"4","4"
"2_CELL5461_N2","au2",2136,727,"2",0,"17","17"
"2_CELL5463_N2","au2",1396,615,"2",0,"0","0"
"2_CELL5469_N2","au2",3826,1107,"2",0,"6","6"
"2_CELL5470_N3","au2",5276,1138,"2",0,"13","13"
"2_CELL5472_N2","au2",3373,1014,"2",0,"15","15"
"2_CELL5473_N2","au2",1003,491,"2",0,"0","0"
"2_CELL5474_N4","au2",4181,1278,"2",0,"21","21"
"2_CELL5475_N3","au2",3798,773,"2",0,"0","0"
"2_CELL5476_N4","au2",3141,784,"2",0,"13","13"
"2_CELL5477_N4","au2",1739,745,"2",0,"21","21"
"2_CELL5478_N2","au2",1445,592,"2",0,"1","1"
"2_CELL5481_N3","au2",3423,1191,"2",0,"2","2"
"2_CELL5483_N2","au2",1814,757,"2",0,"12","12"
"2_CELL5485_N2","au2",1392,394,"2",0,"3","3"
"2_CELL5486_N3","au2",4535,788,"2",0,"18","18"
"2_CELL5487_N3","au2",2113,757,"2",0,"17","17"
"2_CELL5489_N4","au2",1517,745,"2",0,"2","2"
"2_CELL5491_N3","au2",1413,619,"2",0,"2","2"
"2_CELL5493_N2","au2",2454,793,"2",0,"0","0"
"2_CELL5498_N3","au2",2202,636,"2",0,"0","0"
"2_CELL5500_N2","au2",1407,592,"2",0,"1","1"
"2_CELL5504_N2","au2",1993,665,"2",0,"20","20"
"2_CELL5505_N3","au2",1624,652,"2",0,"21","21"
"2_CELL5511_N2","au2",3722,1007,"2",0,"2","2"
"2_CELL5512_N1","au2",1007,420,"2",0,"10","10"
"2_CELL5515_N2","au2",2098,831,"2",0,"15","15"
"2_CELL5518_N2","au2",1241,505,"2",0,"0","0"
"2_CELL5519_N2","au2",4654,1257,"2",0,"0","0"
"2_CELL5523_N2","au2",1390,655,"2",0,"5","5"
"2_CELL5524_N2","au2",1648,583,"2",0,"17","17"
"2_CELL5526_N4","au2",2629,987,"2",0,"3","3"
"2_CELL5527_N2","au2",1546,597,"2",0,"21","21"
"2_CELL5529_N2","au2",1445,674,"2",0,"10","10"
"2_CELL5530_N3","au2",1553,606,"2",0,"15","15"
"2_CELL5531_N3","au2",5087,1168,"2",0,"15","15"
"2_CELL5535_N3","au2",1447,645,"2",0,"10","10"
"2_CELL5536_N2","au2",1175,593,"2",0,"7","7"
"2_CELL5539_N2","au2",1421,640,"2",0,"2","2"
"2_CELL5541_N4","au2",1797,596,"2",0,"0","0"
"2_CELL5542_N2","au2",2216,674,"2",0,"4","4"
"2_CELL5544_N3","au2",5875,1506,"2",0,"0","0"
"2_CELL5549_N4","au2",2634,768,"2",0,"2","2"
"2_CELL5557_N3","au2",1431,613,"2",0,"3","3"
"2_CELL5558_N3","au2",1366,607,"2",0,"3","3"
"2_CELL5559_N2","au2",1157,506,"2",0,"10","10"
"2_CELL5562_N2","au2",1737,597,"2",0,"4","4"
"2_CELL5564_N3","au2",1845,707,"2",0,"0","0"
"2_CELL5565_N2","au2",2425,805,"2",0,"2","2"
"2_CELL5568_N2","au2",1570,543,"2",0,"14","14"
"2_CELL5569_N2","au2",1138,512,"2",0,"2","2"
"2_CELL5571_N2","au2",1496,630,"2",0,"3","3"
"2_CELL5573_N2","au2",1675,776,"2",0,"7","7"
"2_CELL5574_N3","au2",1994,740,"2",0,"14","14"
"2_CELL5580_N2","au2",2810,774,"2",0,"0","0"
"2_CELL5581_N2","au2",2580,782,"2",0,"2","2"
"2_CELL5582_N2","au2",2634,836,"2",0,"15","15"
"2_CELL5583_N2","au2",2452,513,"2",0,"4","4"
"2_CELL5586_N2","au2",1827,649,"2",0,"0","0"
"2_CELL5587_N3","au2",1205,527,"2",0,"1","1"
"2_CELL5589_N1","au2",1176,513,"2",0,"12","12"
"2_CELL5591_N2","au2",1611,507,"2",0,"16","16"
"2_CELL5593_N4","au2",2061,525,"2",0,"4","4"
"2_CELL5594_N2","au2",1181,473,"2",0,"9","9"
"2_CELL5595_N2","au2",2142,1040,"2",0,"7","7"
"2_CELL5597_N3","au2",1748,895,"2",0,"7","7"
"2_CELL5599_N3","au2",1787,660,"2",0,"2","2"
"2_CELL5601_N2","au2",1064,489,"2",0,"2","2"
"2_CELL5602_N2","au2",1761,785,"2",0,"3","3"
"2_CELL5603_N3","au2",1833,689,"2",0,"14","14"
"2_CELL5604_N2","au2",1204,554,"2",0,"5","5"
"2_CELL5605_N4","au2",5120,1527,"2",0,"9","9"
"2_CELL5609_N4","au2",2518,796,"2",0,"9","9"
"2_CELL5612_N3","au2",4211,807,"2",0,"19","19"
"2_CELL5613_N2","au2",3228,822,"2",0,"15","15"
"2_CELL5614_N3","au2",2650,946,"2",0,"3","3"
"2_CELL5615_N2","au2",1214,462,"2",0,"19","19"
"2_CELL5616_N3","au2",3409,994,"2",0,"1","1"
"2_CELL5619_N2","au2",1728,511,"2",0,"4","4"
"2_CELL5621_N2","au2",1171,519,"2",0,"21","21"
"2_CELL5623_N4","au2",1963,758,"2",0,"0","0"
"2_CELL5624_N3","au2",1846,510,"2",0,"0","0"
"2_CELL5625_N2","au2",1864,642,"2",0,"5","5"
"2_CELL5626_N3","au2",1551,630,"2",0,"3","3"
"2_CELL5629_N2","au2",2153,583,"2",0,"3","3"
"2_CELL5630_N2","au2",1501,662,"2",0,"13","13"
"2_CELL5631_N2","au2",1074,502,"2",0,"5","5"
"2_CELL5633_N2","au2",3907,1029,"2",0,"6","6"
"2_CELL5637_N4","au2",3599,1170,"2",0,"5","5"
"2_CELL5638_N2","au2",2067,562,"2",0,"4","4"
"2_CELL5643_N2","au2",1749,604,"2",0,"4","4"
"2_CELL5647_N2","au2",2159,580,"2",0,"2","2"
"2_CELL5649_N3","au2",1221,551,"2",0,"1","1"
"2_CELL5650_N2","au2",3167,987,"2",0,"1","1"
"2_CELL5651_N2","au2",2031,716,"2",0,"9","9"
"2_CELL5652_N2","au2",1647,626,"2",0,"7","7"
"2_CELL5654_N3","au2",2350,875,"2",0,"21","21"
"2_CELL5658_N5","au2",2485,758,"2",0,"4","4"
"2_CELL5661_N2","au2",1730,625,"2",0,"17","17"
"2_CELL5662_N2","au2",3850,978,"2",0,"0","0"
"2_CELL5664_N2","au2",3040,985,"2",0,"10","10"
"2_CELL5665_N2","au2",4167,1327,"2",0,"5","5"
"2_CELL5667_N1","au2",2239,604,"2",0,"11","11"
"2_CELL5668_N2","au2",1084,511,"2",0,"5","5"
"2_CELL5672_N2","au2",4367,1281,"2",0,"7","7"
"2_CELL5673_N2","au2",2265,596,"2",0,"18","18"
"2_CELL5675_N2","au2",2740,963,"2",0,"1","1"
"2_CELL5679_N2","au2",1866,587,"2",0,"0","0"
"2_CELL5684_N2","au2",2188,571,"2",0,"11","11"
"2_CELL5685_N2","au2",2963,892,"2",0,"1","1"
"2_CELL5689_N2","au2",1038,459,"2",0,"4","4"
"2_CELL5690_N2","au2",1129,483,"2",0,"8","8"
"2_CELL5692_N4","au2",2111,804,"2",0,"1","1"
"2_CELL5695_N2","au2",5946,1496,"2",0,"3","3"
"2_CELL5703_N2","au2",1208,534,"2",0,"6","6"
"2_CELL5704_N2","au2",6056,1573,"2",0,"1","1"
"2_CELL5706_N3","au2",2004,613,"2",0,"0","0"
"2_CELL5708_N2","au2",1709,624,"2",0,"15","15"
"2_CELL5709_N3","au2",2050,715,"2",0,"2","2"
"2_CELL5710_N4","au2",2387,1030,"2",0,"1","1"
"2_CELL5712_N2","au2",1826,722,"2",0,"3","3"
"2_CELL5714_N3","au2",1850,854,"2",0,"11","11"
"2_CELL5716_N1","au2",1535,555,"2",0,"0","0"
"2_CELL5720_N3","au2",1857,701,"2",0,"3","3"
"2_CELL5724_N2","au2",1823,587,"2",0,"0","0"
"2_CELL5725_N2","au2",1985,757,"2",0,"14","14"
"2_CELL5726_N4","au2",4240,965,"2",0,"11","11"
"2_CELL5727_N2","au2",4273,1264,"2",0,"2","2"
"2_CELL5734_N2","au2",1893,538,"2",0,"4","4"
"2_CELL5735_N3","au2",2050,749,"2",0,"1","1"
"2_CELL5737_N2","au2",3626,788,"2",0,"0","0"
"2_CELL5738_N3","au2",1690,931,"2",0,"7","7"
"2_CELL5744_N5","au2",7353,1376,"2",0,"18","18"
"2_CELL5746_N3","au2",4096,1335,"2",0,"2","2"
"2_CELL5752_N4","au2",4038,1340,"2",0,"2","2"
"2_CELL5753_N3","au2",1944,878,"2",0,"10","10"
"2_CELL5757_N3","au2",1322,551,"2",0,"0","0"
"2_CELL5760_N3","au2",1923,677,"2",0,"7","7"
"2_CELL5764_N3","au2",2550,1058,"2",0,"6","6"
"2_CELL5765_N2","au2",3336,997,"2",0,"7","7"
"2_CELL5766_N4","au2",2703,1016,"2",0,"3","3"
"2_CELL5767_N3","au2",1942,599,"2",0,"9","9"
"2_CELL5769_N3","au2",5129,1231,"2",0,"9","9"
"2_CELL5770_N2","au2",3010,991,"2",0,"0","0"
"2_CELL5771_N3","au2",2093,682,"2",0,"7","7"
"2_CELL5772_N2","au2",1718,683,"2",0,"0","0"
"2_CELL5777_N2","au2",1136,427,"2",0,"11","11"
"2_CELL5778_N3","au2",4208,1094,"2",0,"9","9"
"2_CELL5783_N1","au2",1663,759,"2",0,"2","2"
"2_CELL5784_N2","au2",1327,554,"2",0,"5","5"
"2_CELL5785_N2","au2",3544,998,"2",0,"0","0"
"2_CELL5789_N3","au2",1661,617,"2",0,"0","0"
"2_CELL5793_N2","au2",1564,608,"2",0,"10","10"
"2_CELL5801_N3","au2",1354,659,"2",0,"8","8"
"2_CELL5802_N1","au2",2364,731,"2",0,"0","0"
"2_CELL5806_N2","au2",3593,909,"2",0,"5","5"
"2_CELL5808_N4","au2",2378,933,"2",0,"6","6"
"2_CELL5812_N2","au2",2824,928,"2",0,"2","2"
"2_CELL5815_N2","au2",1730,620,"2",0,"3","3"
"2_CELL5816_N3","au2",1366,552,"2",0,"0","0"
"2_CELL5821_N2","au2",1194,536,"2",0,"10","10"
"2_CELL5823_N2","au2",1313,551,"2",0,"6","6"
"2_CELL5825_N2","au2",2264,822,"2",0,"0","0"
"2_CELL5828_N2","au2",1007,477,"2",0,"7","7"
"2_CELL5829_N2","au2",2633,884,"2",0,"1","1"
"2_CELL5830_N2","au2",1675,701,"2",0,"2","2"
"2_CELL5833_N2","au2",2741,875,"2",0,"7","7"
"2_CELL5835_N2","au2",1656,616,"2",0,"6","6"
"2_CELL5836_N2","au2",2223,766,"2",0,"13","13"
"2_CELL5839_N2","au2",1497,828,"2",0,"10","10"
"2_CELL5841_N3","au2",2214,750,"2",0,"3","3"
"2_CELL5843_N2","au2",5371,1213,"2",0,"11","11"
"2_CELL5846_N3","au2",5545,1383,"2",0,"13","13"
"2_CELL5847_N2","au2",3329,1165,"2",0,"7","7"
"2_CELL5848_N2","au2",5467,1418,"2",0,"12","12"
"2_CELL5852_N2","au2",2339,846,"2",0,"2","2"
"2_CELL5857_N2","au2",2374,695,"2",0,"13","13"
"2_CELL5860_N3","au2",2913,763,"2",0,"10","10"
"2_CELL5862_N2","au2",1576,631,"2",0,"1","1"
"2_CELL5864_N2","au2",2771,1110,"2",0,"7","7"
"2_CELL5871_N2","au2",1958,717,"2",0,"1","1"
"2_CELL5874_N2","au2",1048,538,"2",0,"0","0"
"2_CELL5877_N2","au2",8648,865,"2",0,"18","18"
"2_CELL5878_N2","au2",1233,514,"2",0,"6","6"
"2_CELL5880_N2","au2",8243,1887,"2",0,"14","14"
"2_CELL5885_N2","au2",1126,488,"2",0,"14","14"
"2_CELL5887_N2","au2",1815,446,"2",0,"0","0"
"2_CELL5889_N2","au2",1260,538,"2",0,"3","3"
"2_CELL5892_N3","au2",1815,688,"2",0,"6","6"
"2_CELL5893_N2","au2",1131,489,"2",0,"8","8"
"2_CELL5895_N2","au2",1762,676,"2",0,"0","0"
"2_CELL5898_N3","au2",1087,521,"2",0,"15","15"
"2_CELL5899_N2","au2",2152,554,"2",0,"0","0"
"2_CELL5900_N2","au2",2740,777,"2",0,"2","2"
"2_CELL5901_N3","au2",1193,541,"2",0,"7","7"
"2_CELL5902_N4","au2",6698,1513,"2",0,"18","18"
"2_CELL5903_N3","au2",2552,749,"2",0,"10","10"
"2_CELL5904_N4","au2",20872,1654,"2",0,"18","18"
"2_CELL5905_N2","au2",1229,541,"2",0,"7","7"
"2_CELL5907_N2","au2",1349,579,"2",0,"3","3"
"2_CELL5911_N3","au2",2318,714,"2",0,"15","15"
"2_CELL5912_N3","au2",4626,1266,"2",0,"8","8"
"2_CELL5914_N2","au2",2484,831,"2",0,"1","1"
"2_CELL5915_N2","au2",2466,677,"2",0,"0","0"
"2_CELL5925_N2","au2",1073,523,"2",0,"3","3"
"2_CELL5926_N3","au2",1438,603,"2",0,"13","13"
"2_CELL5927_N2","au2",3375,973,"2",0,"0","0"
"2_CELL5928_N3","au2",4123,1211,"2",0,"6","6"
"2_CELL5929_N3","au2",2020,698,"2",0,"0","0"
"2_CELL5930_N2","au2",1148,500,"2",0,"5","5"
"2_CELL5931_N2","au2",4005,761,"2",0,"4","4"
"2_CELL5933_N2","au2",1187,535,"2",0,"2","2"
"2_CELL5935_N3","au2",3179,1000,"2",0,"7","7"
"2_CELL5937_N4","au2",1705,647,"2",0,"7","7"
"2_CELL5938_N4","au2",2193,743,"2",0,"2","2"
"2_CELL5945_N2","au2",1791,603,"2",0,"5","5"
